cajero,fecha,num averias,target
T14114C1,"14/11/2016 10:55:30,000000000",1,1
T16964B1,"14/11/2016 11:26:15,000000000",3,1
T10005E1,"14/11/2016 13:39:12,000000000",1,1
T12061C1,"15/11/2016 08:46:15,000000000",1,1
T16828C1,"15/11/2016 11:44:23,000000000",1,1
T19697C1,"15/11/2016 14:40:12,000000000",2,1
T19697C1,"15/11/2016 15:46:45,000000000",3,1
T10212B1,"16/11/2016 08:21:29,000000000",1,1
T11554D1,"16/11/2016 09:43:17,000000000",2,1
T10255B1,"16/11/2016 10:59:41,000000000",1,1
T10501B1,"16/11/2016 13:25:28,000000000",2,1
T10382B1,"16/11/2016 14:21:15,000000000",2,1
T18142E1,"16/11/2016 15:35:05,000000000",3,1
T14220D1,"17/11/2016 09:39:04,000000000",1,1
T11269B1,"17/11/2016 12:40:03,000000000",1,1
T19661D1,"17/11/2016 18:51:54,000000000",3,1
T13406C1,"18/11/2016 10:13:58,000000000",2,1
T14924D1,"18/11/2016 11:01:58,000000000",1,1
T18321B1,"18/11/2016 11:27:31,000000000",1,1
T16376D1,"18/11/2016 12:16:06,000000000",2,1
T11615E1,"18/11/2016 12:25:43,000000000",2,1
T14924D1,"18/11/2016 12:34:31,000000000",2,1
T18327D1,"20/11/2016 16:59:04,000000000",1,1
T16925B1,"21/11/2016 09:48:05,000000000",2,1
T10409C1,"21/11/2016 12:34:30,000000000",5,1
T16376D1,"21/11/2016 15:01:28,000000000",2,1
T12944D1,"22/11/2016 14:48:12,000000000",1,1
T11373E1,"22/11/2016 15:24:56,000000000",4,1
T12061C1,"23/11/2016 13:51:04,000000000",2,1
T10212B1,"23/11/2016 14:14:22,001000000",2,1
T18321B1,"24/11/2016 10:16:10,000000000",2,1
T12014C1,"25/11/2016 09:41:53,000000000",2,1
T11937C1,"25/11/2016 10:46:55,000000000",2,1
T14502B1,"25/11/2016 10:47:12,000000000",1,1
T16900B1,"25/11/2016 14:52:42,000000000",2,1
T16982C1,"28/11/2016 09:31:37,000000000",3,1
T11389D1,"28/11/2016 10:23:43,000000000",1,1
T10079B1,"28/11/2016 10:46:32,000000000",1,1
T17205C1,"28/11/2016 11:02:27,000000000",1,1
T11681C1,"28/11/2016 11:38:59,000000000",1,1
T19787B1,"28/11/2016 11:56:41,000000000",1,1
T14770D1,"29/11/2016 07:30:06,000000000",2,1
T14220D1,"29/11/2016 08:29:23,000000000",2,1
T10079B1,"29/11/2016 10:12:50,000000000",2,1
T14143D1,"29/11/2016 12:25:50,000000000",1,1
T12799B1,"29/11/2016 14:55:03,000000000",2,1
T18327D1,"30/11/2016 07:46:05,000000000",3,1
T18808B1,"30/11/2016 09:42:52,000000000",4,1
T14212E1,"30/11/2016 15:46:42,000000000",1,1
T10151C1,"30/11/2016 16:39:17,000000000",3,1
T11373E1,"01/12/2016 11:27:25,000000000",5,1
T11615E1,"01/12/2016 15:10:08,000000000",3,1
T10371B1,"02/12/2016 10:25:32,000000000",3,1
T11554D1,"02/12/2016 13:24:37,000000000",3,1
T10814C1,"02/12/2016 14:35:23,000000000",3,1
T11681C1,"02/12/2016 14:56:24,000000000",2,1
T12906I1,"02/12/2016 15:37:08,000000000",3,1
T10181E1,"02/12/2016 17:43:57,000000000",0,1
T16900B1,"02/12/2016 20:16:14,000000000",2,1
T16556Z1,"05/12/2016 08:39:44,000000000",1,1
T12897B1,"05/12/2016 08:52:00,000000000",1,1
T12897B1,"05/12/2016 08:59:22,000000000",2,1
T12392C1,"05/12/2016 09:37:44,000000000",1,1
T10083B1,"05/12/2016 09:46:23,000000000",2,1
T16711C1,"05/12/2016 12:41:46,000000000",0,1
T13071B1,"07/12/2016 08:29:08,000000000",1,1
T10814C1,"07/12/2016 10:42:25,000000000",4,1
T15791B1,"07/12/2016 11:42:58,000000000",1,1
T11017E1,"09/12/2016 08:35:18,000000000",2,1
T16091B1,"09/12/2016 10:26:11,000000000",1,1
T10256E1,"09/12/2016 12:55:42,000000000",1,1
T11939B1,"09/12/2016 14:12:23,000000000",1,1
T17780C1,"09/12/2016 14:32:45,000000000",1,1
T16556Z1,"09/12/2016 15:20:47,000000000",2,1
T19697C1,"10/12/2016 07:08:48,000000000",2,1
T10403B1,"12/12/2016 10:46:56,000000000",1,1
T18181C1,"12/12/2016 12:58:57,000000000",1,1
T11389D1,"12/12/2016 13:10:28,000000000",2,1
T16552C1,"12/12/2016 13:26:07,000000000",1,1
T17780C1,"12/12/2016 14:33:08,000000000",2,1
T10957B1,"12/12/2016 14:50:15,000000000",1,1
T14207D1,"12/12/2016 15:51:23,000000000",1,1
T11519C1,"12/12/2016 16:20:25,000000000",1,1
T10957B1,"12/12/2016 17:03:59,001000000",2,1
T10559B1,"12/12/2016 18:11:18,000000000",1,1
T11615E1,"12/12/2016 18:19:40,000000000",3,1
T11017E1,"13/12/2016 08:29:18,000000000",2,1
T11269B1,"13/12/2016 09:20:26,000000000",2,1
T18366B1,"13/12/2016 09:31:13,000000000",2,1
T14143D1,"13/12/2016 10:45:31,000000000",2,1
T16556Z1,"13/12/2016 12:41:40,000000000",3,1
T14114C1,"13/12/2016 14:39:06,000000000",3,1
T10456D1,"13/12/2016 16:46:09,000000000",2,1
T17205C1,"14/12/2016 10:44:04,000000000",2,1
T11269B1,"14/12/2016 11:57:51,000000000",3,1
T18683D1,"14/12/2016 13:24:31,000000000",1,1
T10930C1,"14/12/2016 15:11:18,000000000",1,1
T16900B1,"15/12/2016 10:39:46,000000000",4,1
T11707E1,"16/12/2016 09:46:28,000000000",1,1
T18142E1,"16/12/2016 14:29:52,000000000",2,1
T10151C1,"16/12/2016 15:34:33,000000000",2,1
T11707E1,"19/12/2016 08:55:41,000000000",2,1
T13406C1,"19/12/2016 09:28:03,000000000",1,1
T17205C1,"19/12/2016 10:00:55,000000000",3,1
T16556Z1,"19/12/2016 10:11:24,000000000",4,1
T12014C1,"19/12/2016 11:54:09,000000000",3,1
T15036B1,"19/12/2016 21:41:43,000000000",0,1
T10814C1,"19/12/2016 22:30:16,000000000",3,1
T16556Z1,"20/12/2016 11:32:39,000000000",6,1
T14502B1,"20/12/2016 13:59:57,000000000",4,1
T19697C1,"21/12/2016 08:59:53,000000000",2,1
T17205C1,"21/12/2016 10:47:57,000000000",4,1
T12243C1,"21/12/2016 13:32:28,000000000",1,1
T18808B1,"21/12/2016 17:32:43,000000000",2,1
T11373E1,"22/12/2016 12:39:35,000000000",3,1
T10731B1,"22/12/2016 13:15:25,000000000",1,1
T12897B1,"23/12/2016 09:03:07,000000000",3,1
T14268C1,"23/12/2016 15:05:54,000000000",1,1
T12944B1,"26/12/2016 14:55:39,000000000",2,1
T11373E1,"27/12/2016 08:59:01,000000000",3,1
T11017E1,"27/12/2016 08:59:13,000000000",3,1
T18163B1,"27/12/2016 10:34:33,000000000",1,1
T14951B1,"27/12/2016 11:29:36,000000000",1,1
T14268C1,"27/12/2016 12:19:04,000000000",3,1
T18808B1,"27/12/2016 12:30:05,000000000",3,1
T16900B1,"27/12/2016 12:50:29,000000000",3,1
T11373E1,"27/12/2016 14:20:32,000000000",4,1
T19275D1,"27/12/2016 14:44:46,000000000",1,1
T11519C1,"27/12/2016 15:39:15,000000000",2,1
T19787B1,"28/12/2016 10:04:08,000000000",2,1
T14502B1,"28/12/2016 11:05:00,000000000",4,1
T16376D1,"28/12/2016 15:22:26,000000000",1,1
T11025B1,"28/12/2016 15:52:17,000000000",1,1
T17434B1,"29/12/2016 10:28:07,000000000",1,1
T16091B1,"29/12/2016 12:55:23,000000000",3,1
T19275D1,"29/12/2016 17:46:25,000000000",2,1
T11554D1,"30/12/2016 09:11:09,000000000",2,1
T14207E1,"30/12/2016 15:35:42,000000000",2,1
T16556Z1,"30/12/2016 16:07:42,000000000",8,1
T10861B1,"01/01/2017 08:00:00,000000000",0,1
T13961B1,"02/01/2017 09:50:48,001000000",1,1
T16157B1,"02/01/2017 11:22:51,000000000",1,1
T11694B1,"03/01/2017 09:18:39,000000000",1,1
T18142E1,"03/01/2017 09:55:02,000000000",2,1
T14924D1,"03/01/2017 10:39:50,000000000",1,1
T12766C1,"03/01/2017 12:21:28,000000000",0,1
T17080B1,"03/01/2017 12:30:48,000000000",1,1
T10731B1,"03/01/2017 15:05:54,000000000",2,1
T10812E1,"03/01/2017 16:18:00,000000000",1,1
T10812E1,"03/01/2017 18:08:00,000000000",1,1
T11939B1,"04/01/2017 00:29:16,000000000",1,1
T12731B1,"04/01/2017 08:17:51,000000000",0,1
T10083B1,"04/01/2017 11:44:29,000000000",1,1
T11694B1,"04/01/2017 14:46:04,000000000",2,1
T12930B1,"04/01/2017 16:38:05,000000000",1,1
T10256E1,"04/01/2017 17:22:04,000000000",3,1
T11389D1,"04/01/2017 18:47:08,000000000",2,1
T13071B1,"05/01/2017 01:16:38,000000000",2,1
T10814C1,"05/01/2017 09:23:15,000000000",3,1
T16964B1,"05/01/2017 10:25:29,000000000",1,1
T16900B1,"05/01/2017 14:13:11,000000000",3,1
T10456D1,"05/01/2017 15:52:23,000000000",2,1
T16925B1,"05/01/2017 16:34:04,000000000",1,1
T19661D1,"05/01/2017 18:48:24,000000000",0,1
T16556Z1,"07/01/2017 16:30:00,000000000",7,1
T10814C1,"09/01/2017 08:31:46,000000000",3,1
T11939B1,"09/01/2017 09:25:24,000000000",2,1
T12014C1,"09/01/2017 10:08:43,000000000",2,1
T17780C1,"09/01/2017 10:46:26,000000000",4,1
T17780C1,"09/01/2017 10:46:53,000000000",4,1
T10812E1,"09/01/2017 10:54:16,000000000",3,1
T11939B1,"09/01/2017 14:05:01,000000000",3,1
T15150D1,"09/01/2017 15:26:42,000000000",1,1
T18689C1,"10/01/2017 08:03:53,000000000",1,1
T10957B1,"10/01/2017 09:10:34,000000000",3,1
T14114C1,"10/01/2017 14:36:45,000000000",2,1
T15791B1,"10/01/2017 14:44:53,001000000",1,1
T10409C1,"10/01/2017 14:59:58,000000000",3,1
T11345C1,"10/01/2017 17:05:38,000000000",1,1
T14207D1,"10/01/2017 17:54:09,000000000",2,1
T12243C1,"11/01/2017 10:01:24,000000000",2,1
T12243C1,"11/01/2017 12:02:40,000000000",3,1
T10812E1,"11/01/2017 14:25:39,000000000",4,1
T10456C1,"11/01/2017 15:06:05,000000000",1,1
T16925B1,"12/01/2017 09:45:13,000000000",2,1
T11941B1,"12/01/2017 10:32:56,000000000",1,1
T13071B1,"12/01/2017 15:09:16,000000000",2,1
T11519C1,"12/01/2017 16:29:21,000000000",2,1
T10005E1,"13/01/2017 11:46:20,000000000",2,1
T17205C1,"13/01/2017 19:31:18,000000000",3,1
T11389D1,"16/01/2017 12:22:01,000000000",2,1
T16556Z1,"16/01/2017 12:39:20,000000000",9,1
T17780C1,"16/01/2017 13:23:10,000000000",4,1
T11941B1,"17/01/2017 10:30:37,000000000",2,1
T11373E1,"17/01/2017 11:36:16,000000000",4,1
T12944D1,"17/01/2017 12:38:39,000000000",1,1
T10957B1,"17/01/2017 14:57:21,000000000",2,1
T13066C1,"17/01/2017 16:18:00,000000000",1,1
T16556Z1,"18/01/2017 12:10:20,000000000",9,1
T13154C1,"18/01/2017 14:36:45,000000000",1,1
T14143D1,"19/01/2017 08:36:10,000000000",1,1
T19275D1,"19/01/2017 18:18:28,000000000",3,1
T14502B1,"20/01/2017 10:13:53,000000000",2,1
T10619C1,"20/01/2017 12:47:02,000000000",1,1
T16925B1,"23/01/2017 10:05:36,000000000",3,1
T14502B1,"23/01/2017 10:14:30,000000000",3,1
T10403B1,"23/01/2017 11:07:05,000000000",1,1
T11937C1,"24/01/2017 09:43:41,000000000",1,1
T16925B1,"24/01/2017 13:58:16,000000000",4,1
T18327D1,"24/01/2017 14:17:21,000000000",1,1
T19275D1,"25/01/2017 14:10:26,000000000",4,1
T16900B1,"26/01/2017 13:27:38,000000000",2,1
T10079B1,"26/01/2017 13:46:13,000000000",1,1
T14502B1,"26/01/2017 14:41:25,000000000",4,1
T12766C1,"27/01/2017 08:12:20,000000000",1,1
T10371B1,"27/01/2017 12:04:46,000000000",1,1
T14143D1,"27/01/2017 13:16:08,000000000",2,1
T19697C1,"28/01/2017 13:17:55,000000000",2,1
T14114C1,"28/01/2017 16:10:30,000000000",1,1
T16552C1,"30/01/2017 11:39:25,000000000",1,1
T10403B1,"30/01/2017 14:30:30,001000000",2,1
T13961B1,"30/01/2017 14:46:24,000000000",2,1
T14114C1,"30/01/2017 15:28:43,000000000",3,1
T11017E1,"30/01/2017 19:55:56,000000000",0,1
T19697C1,"30/01/2017 20:20:17,000000000",2,1
T12731B1,"31/01/2017 08:39:27,000000000",2,1
T18321B1,"31/01/2017 11:00:51,000000000",2,1
T14114C1,"31/01/2017 13:54:25,000000000",4,1
T12392C1,"31/01/2017 14:55:44,000000000",1,1
T11519C1,"31/01/2017 16:48:47,000000000",3,1
T15036B1,"01/02/2017 10:05:06,000000000",1,1
T13066C1,"01/02/2017 12:07:55,000000000",2,1
T16925B1,"01/02/2017 13:51:50,000000000",5,1
T14268C1,"01/02/2017 16:44:23,000000000",2,1
T10814C1,"01/02/2017 18:54:15,000000000",2,1
T16157B1,"02/02/2017 09:43:37,000000000",2,1
T15791B1,"02/02/2017 15:02:02,001000000",2,1
T16925B1,"03/02/2017 08:42:36,000000000",6,1
T18327D1,"03/02/2017 08:57:43,000000000",2,1
T11615E1,"03/02/2017 13:54:51,000000000",1,1
T11345C1,"03/02/2017 16:15:05,000000000",2,1
T18689C1,"06/02/2017 08:48:17,000000000",2,1
T16091B1,"06/02/2017 09:00:47,000000000",1,1
T17780C1,"06/02/2017 11:09:01,000000000",4,1
T16436B1,"06/02/2017 12:10:08,000000000",1,1
T17076F1,"06/02/2017 13:55:35,000000000",1,1
T12243C1,"06/02/2017 14:55:41,000000000",3,1
T14268C1,"06/02/2017 15:17:51,000000000",6,1
T14143D1,"07/02/2017 11:36:22,000000000",3,1
T16711C1,"07/02/2017 12:40:39,000000000",0,1
T11519C1,"07/02/2017 16:17:44,000000000",4,1
T18683D1,"07/02/2017 17:57:22,000000000",1,1
T14951B1,"08/02/2017 09:47:31,000000000",1,1
T10456C1,"08/02/2017 14:44:43,000000000",2,1
T18142E1,"09/02/2017 11:32:57,000000000",2,1
T11017E1,"09/02/2017 16:49:57,000000000",2,1
T11554D1,"09/02/2017 18:48:16,000000000",1,1
T10594C1,"10/02/2017 07:43:15,000000000",1,1
T11246B1,"10/02/2017 15:08:48,000000000",1,1
T10456C1,"13/02/2017 10:09:53,000000000",2,1
T10256E1,"13/02/2017 10:26:54,000000000",1,1
T14207E1,"13/02/2017 12:38:51,000000000",1,1
T14268C1,"13/02/2017 16:53:48,000000000",9,1
T14207E1,"14/02/2017 10:45:27,000000000",1,1
T14268C1,"14/02/2017 16:37:52,000000000",11,1
T19275D1,"15/02/2017 09:00:22,000000000",3,1
T14268C1,"15/02/2017 15:13:59,000000000",13,1
T12766C1,"16/02/2017 15:33:42,000000000",7,1
T12766C1,"16/02/2017 15:34:41,000000000",8,1
T18689C1,"17/02/2017 09:13:26,000000000",2,1
T14207E1,"17/02/2017 13:59:25,000000000",3,1
T15150D1,"18/02/2017 12:48:39,000000000",0,1
T15036B1,"19/02/2017 15:07:44,000000000",1,1
T16711C1,"20/02/2017 08:43:44,000000000",2,1
T14502B1,"20/02/2017 08:59:07,000000000",3,1
T12799B1,"20/02/2017 09:35:57,000000000",1,1
T11017E1,"21/02/2017 09:43:18,000000000",4,1
T10501B1,"22/02/2017 08:31:09,000000000",1,1
T13971B1,"22/02/2017 14:03:20,000000000",1,1
T15036B1,"22/02/2017 14:16:55,000000000",3,1
T11554D1,"23/02/2017 01:39:47,001000000",2,1
T14207E1,"23/02/2017 10:12:36,000000000",4,1
T12243C1,"23/02/2017 14:09:28,000000000",2,1
T11017E1,"24/02/2017 10:42:24,000000000",5,1
T16556Z1,"24/02/2017 11:23:04,000000000",1,1
T12897B1,"25/02/2017 08:08:58,000000000",0,1
T16556Z1,"25/02/2017 11:23:02,000000000",2,1
T12766C1,"26/02/2017 13:45:59,000000000",11,1
T13406C1,"27/02/2017 09:41:54,000000000",1,1
T16157B1,"27/02/2017 10:01:44,000000000",3,1
T10198C1,"27/02/2017 11:02:04,000000000",1,1
T14143D1,"27/02/2017 11:09:17,000000000",2,1
T17076F1,"28/02/2017 02:36:21,000000000",1,1
T10861B1,"28/02/2017 08:04:30,000000000",1,1
T11025B1,"28/02/2017 11:04:42,000000000",1,1
T18689C1,"28/02/2017 11:32:28,000000000",3,1
T19697C1,"28/02/2017 15:54:21,000000000",2,1
T18689C1,"01/03/2017 08:33:02,000000000",4,1
T14951B1,"01/03/2017 10:07:33,000000000",2,1
T11017E1,"01/03/2017 12:04:38,000000000",6,1
T15873D1,"01/03/2017 12:35:38,000000000",1,1
T14207E1,"01/03/2017 12:45:56,000000000",5,1
T14207E1,"01/03/2017 12:48:20,000000000",6,1
T14207E1,"01/03/2017 12:56:22,000000000",7,1
T16556Z1,"01/03/2017 13:11:47,000000000",3,1
T11939B1,"01/03/2017 13:14:59,000000000",1,1
T10256E1,"01/03/2017 15:05:08,000000000",2,1
T11025B1,"01/03/2017 17:11:43,000000000",2,1
T10957B1,"02/03/2017 09:23:54,000000000",1,1
T18321B1,"02/03/2017 09:52:49,000000000",2,1
T10255B1,"02/03/2017 15:02:33,000000000",1,1
T16556Z1,"02/03/2017 18:30:45,000000000",5,1
T14924D1,"03/03/2017 09:12:04,000000000",1,1
T12392C1,"03/03/2017 12:18:07,000000000",1,1
T14114C1,"03/03/2017 12:27:35,000000000",1,1
T10451E1,"03/03/2017 17:27:26,000000000",1,1
T14962B1,"03/03/2017 19:17:46,000000000",2,1
T11707E1,"04/03/2017 20:52:10,000000000",0,1
T18142E1,"06/03/2017 08:16:05,000000000",3,1
T10212B1,"06/03/2017 10:45:33,000000000",1,1
T15873D1,"06/03/2017 13:40:53,000000000",2,1
T10371B1,"06/03/2017 14:10:26,000000000",1,1
T10571B1,"07/03/2017 10:18:52,000000000",1,1
T19275D1,"07/03/2017 12:53:57,000000000",2,1
T10198C1,"07/03/2017 14:32:23,000000000",2,1
T11707E1,"07/03/2017 17:07:03,000000000",2,1
T14161C1,"08/03/2017 08:55:12,000000000",1,1
T14951B1,"08/03/2017 10:42:27,000000000",3,1
T16376D1,"08/03/2017 12:58:55,000000000",1,1
T18689C1,"08/03/2017 13:20:46,000000000",4,1
T14212E1,"08/03/2017 14:24:23,000000000",3,1
T11694B1,"08/03/2017 16:31:25,000000000",1,1
T16556Z1,"08/03/2017 22:11:24,000000000",5,1
T10255B1,"09/03/2017 11:40:44,000000000",2,1
T11707E1,"10/03/2017 01:27:13,000000000",2,1
T14962B1,"10/03/2017 01:29:25,001000000",2,1
T10079B1,"10/03/2017 09:11:42,000000000",1,1
T11017E1,"10/03/2017 09:26:24,000000000",6,1
T16376D1,"10/03/2017 11:43:36,000000000",2,1
T18321B1,"10/03/2017 13:16:06,000000000",1,1
T10957B1,"10/03/2017 14:20:00,000000000",3,1
T16157B1,"10/03/2017 15:05:26,000000000",2,1
T12906I1,"10/03/2017 15:36:56,000000000",1,1
T11707E1,"13/03/2017 08:56:36,000000000",4,1
T17080B1,"13/03/2017 09:42:55,000000000",1,1
T14212E1,"13/03/2017 10:42:32,000000000",4,1
T10005E1,"13/03/2017 12:36:23,000000000",1,1
T14924D1,"13/03/2017 13:00:18,000000000",2,1
T11681C1,"13/03/2017 13:59:06,000000000",1,1
T13961B1,"14/03/2017 09:09:39,000000000",1,1
T18366B1,"14/03/2017 12:53:35,000000000",2,1
T11941B1,"15/03/2017 09:25:32,000000000",1,1
T10891B1,"15/03/2017 13:55:05,000000000",1,1
T14962B1,"15/03/2017 14:28:30,000000000",4,1
T14143D1,"16/03/2017 10:12:36,000000000",2,1
T14212E1,"16/03/2017 10:27:19,000000000",5,1
T11939B1,"16/03/2017 14:03:02,000000000",2,1
T14207E1,"16/03/2017 14:18:00,000000000",6,1
T16556Z1,"18/03/2017 16:11:12,000000000",5,1
T10456C1,"20/03/2017 09:48:19,000000000",1,1
T14212E1,"20/03/2017 10:38:27,000000000",6,1
T10456D1,"20/03/2017 10:51:35,000000000",1,1
T14143D1,"20/03/2017 11:25:34,000000000",3,1
T14951B1,"20/03/2017 11:35:18,000000000",3,1
T14212E1,"20/03/2017 12:02:31,000000000",7,1
T14161C1,"20/03/2017 13:08:07,000000000",2,1
T10151C1,"20/03/2017 14:13:24,000000000",1,1
T11694B1,"21/03/2017 10:11:58,000000000",2,1
T12897B1,"21/03/2017 10:20:37,000000000",2,1
T10005E1,"21/03/2017 12:24:12,000000000",2,1
T10079B1,"21/03/2017 16:03:29,000000000",2,1
T11017E1,"22/03/2017 00:48:08,000000000",4,1
T12731B1,"22/03/2017 01:57:18,000000000",0,1
T10594C1,"22/03/2017 08:45:55,000000000",1,1
T11707E1,"22/03/2017 08:55:42,000000000",5,1
T14770D1,"22/03/2017 12:10:30,000000000",1,1
T10501B1,"22/03/2017 12:30:17,000000000",2,1
T19661D1,"24/03/2017 09:05:54,000000000",1,1
T10079B1,"24/03/2017 09:16:21,000000000",3,1
T14212E1,"24/03/2017 10:06:14,000000000",7,1
T16556Z1,"24/03/2017 12:48:59,000000000",7,1
T10891B1,"24/03/2017 13:28:01,000000000",2,1
T16556Z1,"26/03/2017 14:01:54,000000000",6,1
T11269B1,"27/03/2017 09:42:59,001000000",2,1
T14212E1,"27/03/2017 10:12:17,000000000",8,1
T11554D1,"27/03/2017 11:19:14,000000000",2,1
T13961B1,"27/03/2017 13:32:17,000000000",2,1
T10501B1,"28/03/2017 09:30:31,000000000",2,1
T10861B1,"28/03/2017 11:32:01,000000000",1,1
T14207E1,"28/03/2017 14:42:51,000000000",5,1
T16556Z1,"28/03/2017 14:56:39,000000000",7,1
T10005E1,"29/03/2017 09:41:14,000000000",4,1
T11681C1,"29/03/2017 12:49:12,000000000",2,1
T10403B1,"29/03/2017 15:41:37,000000000",1,1
T10891B1,"30/03/2017 09:44:55,000000000",3,1
T18142E1,"30/03/2017 09:53:13,000000000",2,1
T16556Z1,"30/03/2017 10:27:38,000000000",7,1
T16556Z1,"30/03/2017 13:59:16,000000000",9,1
T14962B1,"30/03/2017 15:42:34,000000000",5,1
T11345C1,"30/03/2017 17:38:41,000000000",1,1
T16157B1,"31/03/2017 05:33:43,000000000",1,1
T14502B1,"31/03/2017 08:42:25,000000000",1,1
T10403B1,"31/03/2017 13:49:41,000000000",1,1
T11017E1,"31/03/2017 15:06:44,000000000",3,1
T18327D1,"03/04/2017 05:59:02,000000000",0,1
T16436B1,"03/04/2017 08:38:05,000000000",1,1
T14962B1,"03/04/2017 08:38:53,000000000",5,1
T18321B1,"03/04/2017 13:13:50,000000000",2,1
T16556Z1,"03/04/2017 13:54:23,000000000",8,1
T10812E1,"03/04/2017 14:42:53,000000000",1,1
T19275D1,"04/04/2017 08:51:55,000000000",2,1
T17780C1,"04/04/2017 10:09:43,000000000",1,1
T16556Z1,"04/04/2017 10:19:20,000000000",9,1
T16828C1,"04/04/2017 10:45:34,000000000",1,1
T16436B1,"04/04/2017 11:09:46,000000000",2,1
T14962B1,"04/04/2017 12:07:48,000000000",6,1
T13071B1,"04/04/2017 12:22:51,000000000",1,1
T12243C1,"04/04/2017 12:39:07,000000000",1,1
T14502B1,"04/04/2017 14:08:34,000000000",2,1
T10382B1,"04/04/2017 15:02:13,000000000",1,1
T11269B1,"05/04/2017 08:19:48,000000000",3,1
T17780C1,"05/04/2017 10:31:58,000000000",2,1
T10256E1,"05/04/2017 10:35:54,000000000",1,1
T19697C1,"05/04/2017 12:25:53,000000000",1,1
T10891B1,"05/04/2017 15:05:00,000000000",4,1
T16556Z1,"06/04/2017 10:07:20,000000000",11,1
T10814C1,"06/04/2017 14:40:18,000000000",1,1
T16376D1,"07/04/2017 12:21:24,000000000",3,1
T16900B1,"07/04/2017 15:02:54,000000000",1,1
T10256E1,"07/04/2017 15:03:30,000000000",2,1
T17205C1,"07/04/2017 15:08:20,000000000",1,1
T11937C1,"10/04/2017 11:13:46,000000000",1,1
T10005E1,"10/04/2017 12:46:54,000000000",5,1
T16556Z1,"10/04/2017 18:12:21,000000000",10,1
T17434B1,"10/04/2017 19:16:36,000000000",1,1
T16556Z1,"11/04/2017 08:43:44,000000000",12,1
T19034C1,"11/04/2017 09:16:55,000000000",2,1
T10456C1,"12/04/2017 08:27:51,000000000",2,1
T11345C1,"12/04/2017 12:44:21,000000000",2,1
T10559B1,"12/04/2017 13:28:58,000000000",1,1
T11554D1,"12/04/2017 15:54:34,000000000",2,1
T12944B1,"12/04/2017 15:56:55,000000000",2,1
T12766C1,"13/04/2017 08:41:10,000000000",11,1
T17205C1,"13/04/2017 11:58:18,000000000",2,1
T19661D1,"16/04/2017 12:24:14,000000000",1,1
T14951B1,"17/04/2017 09:14:24,000000000",2,1
T12930B1,"17/04/2017 11:48:46,000000000",1,1
T17566B1,"17/04/2017 18:07:46,000000000",1,1
T10456D1,"18/04/2017 09:01:56,000000000",2,1
T12944D1,"18/04/2017 09:10:40,000000000",1,1
T14962B1,"18/04/2017 12:23:42,000000000",5,1
T12799B1,"19/04/2017 14:36:45,000000000",1,1
T16900B1,"20/04/2017 08:31:11,000000000",2,1
T16556Z1,"20/04/2017 08:44:37,000000000",11,1
T10409C1,"20/04/2017 13:28:19,000000000",1,1
T16964B1,"20/04/2017 14:54:17,000000000",1,1
T18808B1,"20/04/2017 16:44:04,000000000",2,1
T16556Z1,"20/04/2017 18:34:23,000000000",13,1
T10079B1,"21/04/2017 09:59:13,000000000",2,1
T11554D1,"21/04/2017 10:53:12,000000000",4,1
T14502B1,"21/04/2017 13:10:00,000000000",3,1
T17015B1,"21/04/2017 13:32:10,000000000",1,1
T17780C1,"24/04/2017 09:26:04,000000000",3,1
T10079B1,"24/04/2017 13:52:48,000000000",2,1
T11025B1,"24/04/2017 15:37:21,000000000",1,1
T10151C1,"24/04/2017 17:34:54,000000000",1,1
T14962B1,"25/04/2017 02:51:22,000000000",4,1
T11600E1,"25/04/2017 08:17:15,000000000",2,1
T10256E1,"25/04/2017 13:40:48,000000000",3,1
T16925B1,"25/04/2017 14:43:43,000000000",1,1
T18181C1,"26/04/2017 10:26:14,000000000",1,1
T10255C1,"26/04/2017 13:10:49,000000000",1,1
T16556Z1,"26/04/2017 13:23:21,000000000",12,1
T14951B1,"26/04/2017 20:53:10,000000000",1,1
T10571B1,"27/04/2017 08:39:38,000000000",1,1
T16436B1,"27/04/2017 09:19:28,000000000",3,1
T10079B1,"27/04/2017 09:32:20,000000000",3,1
T10079B1,"27/04/2017 10:30:55,000000000",2,1
T13291B1,"27/04/2017 11:54:47,000000000",1,1
T10403B1,"27/04/2017 12:07:05,000000000",3,1
T17434B1,"27/04/2017 14:07:56,000000000",2,1
T19275D1,"27/04/2017 14:33:10,000000000",2,1
T16900B1,"28/04/2017 13:50:25,000000000",3,1
T16556Z1,"01/05/2017 08:14:28,000000000",10,1
T10571B1,"02/05/2017 08:16:17,000000000",2,1
T10079B1,"02/05/2017 09:49:56,000000000",5,1
T13066C1,"02/05/2017 10:52:34,000000000",1,1
T12944B1,"02/05/2017 11:37:22,000000000",3,1
T12944B1,"02/05/2017 11:45:57,000000000",4,1
T10083B1,"02/05/2017 12:45:06,000000000",1,1
T10083B1,"02/05/2017 12:48:43,000000000",2,1
T13291B1,"02/05/2017 14:44:18,000000000",2,1
T16323B1,"03/05/2017 08:04:15,000000000",1,1
T10814C1,"03/05/2017 08:55:40,000000000",2,1
T18689C1,"03/05/2017 09:33:35,000000000",1,1
T16398B1,"03/05/2017 13:11:28,000000000",1,1
T11681C1,"03/05/2017 13:44:04,000000000",1,1
T17566B1,"03/05/2017 15:16:30,000000000",2,1
